review_id,username,review_text,score_text,res_id
27386,Mỹ Bình Nguyễn,"Mỳ ramen xá xíu osho không ngon. Nước súp osho vị lạ mà với mình hơi mặn. Có măng khô mình ko thích mùi măng khô, thịt mềm. 
Teppan bò ăn dở tệ. Bò dai nhách luôn mọi ng ạ. Khi nhín thấy nhiều dầu lắm nên đem ra là mình đã thấy ngán.
Vớt vát đc mon gyoza ăn ổn nha.
Mình đi 2 ng hết 200k, ko uống nước. Nhưng giá ở quán này đã được gọi là mềm hơn quán khác chung tầng rồi. 
Nhân viên phục vụ cũng được. Khu vực được trang trí cũng dễ thương.",7.0,982
27387,Vo Truc,"Đồ ăn thức uống không ngon, okay thôi không thành vấn đề với mức giá này. Nhưng phục vụ quá tệ, chỗ ngồi còn có muỗi.",3.0,982
27388,Ngoc Tran Banh,"Giá cả phải chăng, món ăn ngon và lạ miệng, chỉ có mình ramen là mình thấy ăn rất chán ☹️. À ở đây phí tính thêm 10% VAT nữa nha 🤤",7.2,982
27389,Thao Le,Coi menu thấy rẻ nên ùa vô liền. Mà ra cái tô có chút éc à mình con gái còn ăn không đủ. Tại vì giá rẻ nên không thể đòi hỏi gì thêm. Không gì đặc sắc nên chắc không quay lại ahihi,6.8,982
27390,Dat Luc Ba,Đồ ăn để lâu,2.6,983
27391,Bé Lài,Ghi 1 phần bánh bèo là 10 cái 48k mà giao có 8 cái,5.0,983
27392,Hongtrnminhanh,"Quán nhỏ nằm trong hẻm sâu nhưng rất đông khách, bánh bèo chén rất ngon, nước sốt đậm vị ăn rất thích. Bún thịt nướng năm 2022 vẫn có chỗ bán giá 25k ôi xỉu lun nè quá rẻ và chất lượng. Nên ghé ăn thử nhé cả nhà",8.8,983
27393,Nguyen Khoi,"Mì đặt 2 bánh bèo,2 bánh đập mà chỉ giao có 2 bánh bèo.không biết liên hệ để báo kiểu gì luôn.",4.2,983
27394,NGỌC,"Tui mà thèm thịt luộc, hến xúc bánh đa là vọt qua quán Trang gần nhà. Quán nằm trong hẻm lớn, chổ cư xá Lữ Gia nha. Bán đồ ăn miền Trung là ngon khỏi phải bàn!",8.6,983
27395,Nothing Noone,"Thật sự mình thấy quán khá đông nên lại ăn. Mình gọi bánh bèo, don, ram bắp, bánh đập. Bánh bèo ở đây là sốt tôm hay sao ấy, kiểu cam cam đặc sệt, có đậu phộng. Nói chung ăn được thôi chứ mình ko thích lắm. Ram bắp ăn cũng ổn, don thì mình ko thấy ngon tí nào luôn. Bánh đập là bánh tráng có bánh ướt phía trên thì phải. Chắc do khẩu vị mình ko hợp nên ko có ý định quay lại thử lần 2. Giá cả cũng bình dân. Phục vụ khá nhanh nhẹn nè.",7.0,983
27396,Quang Minh Nguyễn,"Ns chung mỗi món chấm điểm 6/10, không ngon thật sự, nhưng chưa tới mức dở. Ai mà ns chỗ này ngon là do cả đời chưa ăn đúg chỗ ngon bao giờ.",6.6,983
27397,Lâm Thư,"Mình không muốn bóc phốt hay gì cả vì đây là quán bạn trai mình giới thiệu.
Tuy nhiên về vấn đề vệ sinh nên mình sẽ không bao giờ quay lại.
Mình và bạn trai đang ăn giữa chừng thì phát hiện con gián trong chén bánh bèo (như hình), ban đầu mình tưởng hành phi hay gì đó bị cháy, mình định bỏ ra thôi nhưng lại là con Gián.
Mong các bạn nếu có đến ăn hãy cận thận, vì sốt nên cũng khá khó thấy nếu không để ý.",4.6,983
27398,Trúc Anh,"Quán này ăn nhiều lần rồi, món ăn rất ổn trừ 1 chị nhân viên trong quán (gọi tạm là chị A) (xin lỗi vì mình không biết tên chị ấy nên mình mạn phép miêu tả chị ấy hô và mặt cực kỳ khó chịu) 
Chiều đó mình ăn vs chị mình, mình nói chị A cho mình gọi món thì chị ấy quay qua bảo ""đợi chút, đang đông"" ok mình cũng đợi dù 30p nữa phải đi học. Rồi mình thấy 1 chị khác đang đứng nhìn ko làm gì nên mình gọi món vs chị đó thì chị A liếc mình???? What??? Lát sau mình gọi trà đá, bàn kế bên vô sau mình gọi ly tắc thì chị ấy đem ly tắc ra, mình nhắc lại cho e 2 ly trà đá và chị ấy cho mình đợi đến khi ăn gần hết cái bánh đập và 4 chén bánh bèo mới đem ra cho mình và đặt mạnh xuống bàn. Nếu đã xem thường khách gọi trà đá thì bán trà đá làm gì? 
Quán gia đình nên mình nghĩ chắc cũng anh em họ hàng vs nhau nên mong quán xem lại thái độ của chị nhân viên . Điểm của quán mình đánh giá thấp vì dịch vụ của quán không tốt, nhân viên quá tệ",6.8,983
27399,Hoang Nguyen,"Tự nhiên muốn ăn bánh bèo nên đi ăn thử chỗ này do gần nhà. 2 đứa gọi 20 chén bánh bèo tưởng mỏng như ngoài ĐN ai dè dày cui ăn tới chén thứ 10 là thấy ngán r huhu. Nhân hơi lõng bõng do thiếu nấm mèo, nước mắm ăn kèm k phải loại ngọt ngọt như kiểu miền Trung đâu, mình k biết chan như bt ăn mặn chát k chan còn ngon hơn ý. Hến xúc bánh tráng thì ổn hơn. Có bánh đập dập khá giống nhưng bánh tráng lại bị hơi dày. 
Mì quảng thì mình có mua về ăn 1 lần nhưng trời ơi mì quảng ăn vs thịt nướng ngọt gắt cổ họng r thêm chả nữa chứ, cọng mì dày hơi cứng, cái bánh tráng ăn kèm còn k phải bánh tráng mè nữa lấy cái bánh trong bánh đập dập luôn á. Nói chung là speachless vs tô mì này luôn pls đừng gọi nó là mì quảng (mình sống ở ĐN 18 năm r).
Nhân viên chậm chạp gọi khản cổ còn làm ngơ huhu",5.8,983
27400,Thư Pham,"Nước mắm khá mặn ko hợp khẩu vị người miền nam , bánh bèo dở lắm luôn, được cái mì quảng ngon, thịt mềm ướp ngon hết xảy luôn 
Nên ăn thử mì Quảng ở đây nhen",4.8,983
27401,Nancy Nguyễn,"Bún thịt nướng bình thường, thịt nướng ướp vừa ăn nhưng không nhiều, nước mắm cay nhẹ. 

Bánh bèo chén khá đặc, ở trên là nước sốt không cảm thấy có thịt lắm. Nước sốt này cũng không ngon như mấy chỗ khác từng ăn. 

Nhìn chung quán bình dân, chất lượng bình thường, nhưng cũng thấy khá đông khách, chắc không hạp với mình.",6.8,983
27402,Thy Nguyễn,"▪️Quán nằm trong hẻm, khá đông khách. Nếu lần đầu đi nên coi kỹ địa chỉ không sẽ bị nhầm hẻm.
▪️Nếu muốn ăn đủ món thì nên đi sớm, mình đi tầm 7h mấy là món nào cũng hết chỉ còn mỳ Quảng.
▪️Quán đối diện chung cư nên có nguyên dãy bàn trước chung cư ngồi ngoài trời thích lắm, có cả bàn trong nhà. Hẻm rộng nên chỗ để xe cũng khá thoải mái.
▪️Mình order một tô mỳ Quảng, chưa đến 5’ là có. Gia vị trên bàn cũng đơn giản ớt rừng ( ăn thơm hơn ớt thường), sa tế nhưng không cay nhiều và nước mắn pha sẵn. Mỳ ăn với thịt nướng khá ngon, nước dùng vừa ăn. Một tô mỳ chỉ 28k khá rẻ.",7.8,983
27403,Xuyến Huỳnh,Mua về ăn 1 lần và kg bao giờ ghé lần 2,3.2,983
27404,HENRY Nguyễn,"Thấy quán này khá đông khách nên mình cũng ghé ăn thử, xin đánh giá về quán như sau.

Mình gọi mì quản, rap bắp, bánh bèo và don.

Giá ở đây rất hợp lý, nhìn chung là rẻ. Nhưng chất lượng món ăn thì ở mức trung bình thấp.
+ Bánh bèo : ăn được, ổn nhất trong các món mình gọi.
+ Don : don hơi tanh, hến làm chưa được sạch còn vỏ và cát, món này các bạn miền Nam sẽ hơi khó ăn, có thể ăn không quen.
+ Ram bắp : món này khá tệ, không ngon như lời chủ quán quản cáo. Rap được chiên trước và bảo quản không đúng nên bánh tráng bị mềm và ngấm dầu. Gia vị nêm nhạt không ngon.
+ Mì Quảng : Đây là món không đạt, mình thấy hơi buồn vì đây là linh hồn của xứ Quảng nhưng chủ quán nấu không đúng vị, nước dùng không đậm đà. Nếu nói thẳng ra là nấu cho có món để bán.

Vệ sinh của quán thì ở mức kém. Nếu các bạn thích một quán giá rẻ, ăn vui với bạn bé thì có thể cân nhắc chọn quán này. Còn để thưởng thức linh hồn của xứ Quảng thì các quán ăn cùng phân khúc khác đều có thể làm tốt hơn.

Cá nhân mình là sẽ không quay lại quán này lần sau.",2.8,983
27405,H2N,"Bánh bèo tạm ổn
Ram bắp: dở, ăn thấy toàn dầu mỡ
Don: nguội, nước tanh, ko ăn nổi
Mới ăn mấy món này lần đầu, thử 1 lần cho biết chứ ko bao giờ quay lại, ko biết tại ko hợp khẩu vị với mấy món này hay sao ak mà ăn thấy dở dã man.",3.4,983
27406,Hải Linh Nguyễn Vũ,"- Vị trí: Trong hẻm, gần siêu thị, dễ tìm
- Không gian: Không rộng cũng không nhỏ, có chỗ ngồi trong nhà lẫn ngoài trời
- Phục vụ: Nhanh, không nhiệt tình lắm mà cũng không ... lắm, nói chung là thái độ bth
- Món ăn: Bánh bèo ở đây ngon, sốt phía trên nêm vừa ăn, còn mì quảng cũng rất ngon :)) Nhưng phía dưới tô chèn hơi nhiều rau, thịt chả trong mì quảng ăn ngon, nêm vừa :)) Món ram bắp chất lượng cũng ổn, ram giòn, đơn giản 
- Giá: Quá hợp lí so với chất lượng :)) ❤️",8.4,983
27407,Tùy Duyên,"Mình ghé đây 2 lần, lần nào cũng đi buổi tối nên quán khá đông.
Bánh bèo: ngon. Hầu như khách nào vào quán cũng đều gọi món này và ram bắp.
Ram bắp: ngon và hết cực nhanh, vô trễ xíu nữa là khỏi có để ăn luôn. Tuy nhiên món này hơi nhiều dầu, ăn dễ ngán
Bò lá lốt: ngon, ăn liền 2 dĩa không ngán.",7.2,983
27408,Trần Nhã Phương,"Mọi bữa mình ngồi ở quán ăn nhưng hôm nay lại mua mang về. Quán rộng, có lầu trên nhưng hầu hết buổi tối thì dọn ra vỉa hè mát mẻ ngồi ăn. 
Menu ở đây cũng không nhiều, không rẻ mà cũng không mắc, quán bình dân thích hợp cho học sinh và sinh viên. 
Về món mỳ quảng thì sợi mì dai, ngon, thịt nướng ướp gia vị ngon cực luôn nhé, mình thích cách ướp thịt ở đây nhưng có vài miếng nướng bị khét quá mà vẫn phục vụ cho khách. Rau thì mình thấy hình như mua mang về sẽ nhiều hơn ăn tại chỗ í.",7.0,983
27409,Hoài Thanh,quán có nhân viên thái độ khó chịu. nói chung là rất mất dạy,1.0,983
27410,Lam La,"Mình hay ăn ở đây vì gần nhà. Có mấy món của miền Trung quen quen như mì quảng, bánh bèo, bún bò,.. lạ như don, ram bắp ram thịt,.. Đồ ăn ở đây cũng tạm ổn, nước sốt bánh bèo ngon, nói chung món nào cũng được. Bánh bèo 3,5k/ chén cũng hơi đắt nhưng chất lượng ổn. Mì quảng ăn hơi lạ. 1 người ăn chừng 5-10 chén bánh bèo là đủ. 
Mình thấy don ăn cay cay với hơi lạ nên bạn nào chưa ăn nên cân nhắc, quán nào gần đầu hẻm đối diện trường đua phú thọ nên dễ tìm, chỗ ngồi cũng thoáng, cả trong nhà và ngoài vỉa hè. Quán khá đông nên yên tâm là ngon nha",8.0,983
27411,Mashi Le,"Lâu rồi mới đi ăn lại quán quen thuộc, vẫn hương vị ấy không thay đổi.. bánh bèo có sốt ăn kèm với nước mắm và ớt sate, có thể cho thêm ớt hiểm và tỏi ăn càng đậm đà, mình kêu thêm don, nhưng món này lần nào ăn cũng vớt hành và có cát vậy đó. Và món mình thèm nhất là bánh đập, ăn kèm mắm ruốc, bánh tráng được trải lên một miếng bánh giống như bánh ướt và được trét lên thêm mỡ hẹ và thêm một lớp bánh tráng nữa.. ăn ngon lắm ạ! Lạ miệng.. lâu lâu đổi hương vị
Giá rất rẻ, mình ăn 4 chén bánh bèo, 1 don, 1 bánh đập và 1 ly trà đá chỉ có 51k.. phần 2 người nhé!! Ngoài ra còn có các món khác nữa, nhưng theo mình thì chỉ có các món này là ngon 🤗",6.8,983
27412,Mnhlinh9080,Công nhận đồ ăn ở đây giá rẽ và chất lượng thì cũng gọi là tạm chấp nhận được nhưng mà thái độ phục vụ của nhân viên rất chi là tệ. Kiểu thấy đông khách nên từ chủ quán đến nhân viên đều lên mặt kiểu bất cần vậy. Khách đến ăn và trả tiền chứ không có đến ăn xin ăn chực mà lại tỏ thái độ như vậy. Hình như quán chỉ tuyển những nhân viên thiếu văn hoá về phục vụ hay sao ấy :))))),4.0,983
27413,이하연,"Đi shopping nguyên ngày thấm mệt và đói nên ghé vô đây ăn thử quán bánh bèo này. Có nghe nhỏ bạn nói quán lúc nào cũng đông khách, mình nghĩ chắc ngon nên vô ăn thử. Tới nới thì nhận ra thì ra quán đông khách thiệt và đồ ăn cũng ngon thiệt :D
Mình và đứa bạn 2 đứa kêu 6 chén bánh bèo và 1 dĩa ram. Chất lượng khỏi phải bàn, ngon khỏi phải bàn. Cực kỳ cực kỳ hợp khẩu vị mình. Bánh bèo vừa đủ mềm không quá bở kèm với sốt thịt bằm ở trên rất ngon. Ram thì không chê vào đâu được, ăn kèm sốt mặn mặn ngọt ngọt vừa đủ làm mình không thể quên được cái vị của nó :)))) Tóm chung là nên ăn đó :)))
Quán cũng khá dễ tìm, từ ngoài vô cỡ 100m thôi, quán khá nhỏ nhưng khách thì khá đông nên ăn rồi thì mình phải đi ra để cho khách khác vào ngồi :D Nhất định sẽ ghé lại thêm nhiều lần nữa!",9.6,983
27414,Ricci,"Lần đầu đến gọi hai bún mắm nêm thịt luộc. Toàn rau, rau héo, dập tơi tả. Thịt được ba miếng bèo nhèo. Bê ra nhìn hết muốn ăn. Rất khác biệt so vs ăn những chỗ khác. Nhân viên phục vụ vs tính tiền mặt mày cau có. Nói chung không ghé lần hai.",4.0,983
27415,Hằng Nguyễn,"Quán nằm gần đầu hẻm đường Lữ Gia,khá dễ tìm. Vị đồ ăn ở đây khá giống vị Quảng, dù có hơi ngọt một chút so với phiên bản gốc :)) Ram bắp hơi ít bắp và nhiều dầu, bánh tráng của bánh đập thì hơi chai, còn lại rất vừa vị, hến xào đậm vị. Có rất nhiều chỗ dùng hến để nấu don nhưng chỗ này dùng don thiệt nên cảm thấy rất hài lòng. Không gian ngồi ở ngoài rất thoáng đãng và bình dân. Còn phục vụ thì có lẽ vì quán quá đông khách nên nhiều khi hơi thờ ơ với khách hàng :)",6.8,983
27416,Thuytrieu27,"Quán này bán bánh bèo chưa ăn không biết sao nhưng những món như hến xào bún mắm thì thật sự ' kinh khủng' . Hến xào thì bị thiu, nhớt, xào chưa chín. Ăn về bị đau bụng. Còn bún mắm thì thôi khỏi phải nói. Thịt luộc nguội tanh còn rau thì ko tươi. Nói chung kêu ra 2 món ko ăn đc. Thất vọng nặng nề(((((",5.0,983
27417,My My,"Bánh bèo chén 3,5k, nước sốt khá ngon. Nhưng ăn với nước mắm k ngon, mắm mặn và hơi có mùi. Bánh đập chấm mắm nêm 10k ăn bao đã luôn, mắm nêm pha ngon nè. Ram bắp một phần 35k khá nhiều, ăn cũng được. Quán đông, phục vụ nhanh nhẹn. 2 đứa ăn hết 70k là bao no luôn.",7.8,983
27418,Jenny Nguyễn,Lần đầu đc ông anh dẫn đi ăn ở đây. Đi 4 ng mà mới ngồi xuống ổg kiu liền 30 chén. Cứ ngỡ ăn ko hết ai dè ngon qá cứ ăn liên tục liên tục ko bik ngán lun 😂 thêm ram thịt cuốn chấm vs sốt tuyệt vời ❤️ sẽ còn quay lại và lôi kéo thêm nhìu ng tới thử món ở đây 😘,7.6,983
27419,Khải Nguyễn,"Lần đầu tiên được ăn bánh bèo Quãng Ngãi và cảm thấy không hợp lắm :)) trước giờ mình toàn ăn bánh bèo Huế, ăn kèm vs nước mắm nên giờ ăn vs nước sốt của quán thấy kỳ kỳ sao đó :D thịt nướng ướp hơi bị ngọt, phần bánh tráng cuốn tôm ms nướng ăn liền giòn ngon chứ đem về nhà xìu ỉu à, dai kinh khủng :) don thì được lèo tèo vài con cho có còn lại nước lèo không. Nói chung ai quê gốc Quảng nhớ ẩm thực quê hương thì ghé thử, chứ mình coi bộ không kết món này rồi.",6.4,983
27420,Thuong Luong,"- Vị trí: Quán trong hẻm cạnh chung cư Lữ Gia, cũng dễ tìm, giữ xe free
- Không gian: có trong nhà và ngoài vỉa hè bên chung cư. Ngồi ngoài mát lắm nên đi trễ xíu là hết bàn phía ngoài :'( 
- Món ăn: minh gọi bánh bèo chén, ram nướng, mì quảng, bánh đập. Nhìn chung món ăn tạm ổn, do mình chưa ăn món gốc ở miền Trung nên không nhận xét khía cạnh này. Chỉ có ram thịt nướng thì quá nhiều dầu, ăn cảm giác khó chịu sao ấy 😅
- Phục vụ: mình ăn đợt mới lên foody nên có thể vì quán đông bất ngờ nên phục vụ hơi khó chịu vì nhìn có vẻ là người nhà làm thôi. Không nhiệt tình cho lắm, haiz.",7.4,983
27421,Thỏ 🐰,"Quán này trong hẻm nhưng đông cực kì nha, cơ mà nv rất nhanh nhẹn.
Mình từng ăn bắp ram với mì quảng ở đây rồi, mì quảng có thịt nướng(hơi lạ) nhưng khá là ngon. Hôm nay thử bún mắm nêm, tô khá ít, chỉ có rau là nhiều. Mắm nêm thơm nhưng lại hơi bị ngọt, ăn 1 tô này thì xém no thôi.
Còn bánh bèo thì sốt rất nhiều, thêm tí ớt ăn cho the the nha :3, bánh bèo ngon. 
Như hình cộng 1 trà đá tổng thiệt hại 26k 😗",7.0,983
27422,Vy,"2 món mình thấy ăn được nhất ở quán là don và bánh bèo chén. Don cay cay đậm đà thơm lừng lại nóng hổi, bẻ vụn bánh đa thả vào đợi ngấm tí rồi múc ăn từng muỗng, ta nói đã hết sức. Bánh bèo cực 1 cái là phải đi kiếm cái hũ mắm ăn kèm mới dậy vị. Ram bắp ăn tạm, vì nhiều bắp nên hơi ngán. Còn ram thịt thì nêm nếm ngọt quá, không hợp khẩu vị của mình. Đi buổi tối đông nghịt khách, mà còn bị hết bánh đập nữa. Giá rẻ thì có rẻ thật nhưng đông quá nên nhân viên cứ lơ lơ, hay quên này nọ, muỗng đũa, ớt, tương này nọ còn khó tìm nữa chứ huhu.",7.0,983
27423,Daii,"Vô SG để tìm được 1 quán ăn có thật nhiều món ăn Quảng thế này thật sự rất khan hiếm nên dù là chỗ này có xa với nhà mình một tí thì mình cũng rất tình nguyện đi ăn. Quán này hơi nhỏ, chật, nhưng không vì vậy mà nhân viên ngó lơ khách hàng hay phục vụ chậm và kém nhiệt tình. Đồ ăn được bê ra nhanh hơn mình tưởng tượng rất nhiều và món nào thì cũng rất ngon rất hợp khẩu vị mình hết. Trừ bánh đập ra mình không hiểu nó lắm thì các món còn lại mình sẽ chấm 10/10. Nếu có dịp nào rảnh rỗi nhất định sẽ ghé lại.",7.0,983
27424,Tạ Hoàng Hương Giang,"Mình mua bánh bèo về ăn sáng thì thấy trong nước sốt bánh bèo có nhiều chân côn trùng ( nhìn như chân gián). Vừa nhìn thấy là đổ hết nước sốt luôn, chỉ dám ăn bánh không với nước tương. Không đảm bảo vệ sinh nên mong quán xem xét lại.",3.0,983
27425,Danh Phạm,"Thật ra mình biết được quán này do kì trước mình có dịp ra Quảng Ngãi chơi được dì dẫn đi ăn quán bánh bèo chén ngoài đó thấy rất ngon và được bà chủ quán giới thiệu quán Trang trong tp.HCM ở Lữ Gia là quán của con gái bà mở nên khi vào trong xì gòn mình đi ăn thử .
Vị trí : Quán nằm sát bên chung cư Lữ Gia trong 1 con đường nhỏ nếu như ai không để ý thì rất khó tìm được quán
Vệ sinh : Trong nhà bàn ghế sắp xếp ngay ngắn , sạch sẽ . Ở bên ngoài cũng tương đối sạch nhưng chắc do mình ngồi sát bồn cây nên có chút mùi hôi .
Phục vụ : Nhanh nhẹn , niềm nở 
Món ăn : Đa dạng các món của miền Trung : hến xúc bánh đa , bánh bèo chén , mì quảng ,.... Nhưng chủ yếu mình ăn bánh bèo chén xem có giống vị ở Quảng Ngãi mình ăn không thì theo đánh giá của mình hương vị ở đây chưa ngon bằng . Còn các món khác như mì quảng , hến và bún thịt nướng mình ăn thấy cũng ngon .
Thức uống : Nước ngọt các loại và trà đá ( 2k/ly nhá ) + khăn lạnh 2k/ cái
Giá : Thích hợp cho chất lượng món ăn . 30k / 10 chén bánh bèo",9.6,983
27426,Sang Trần,"mình qua order 10 chén bánh bèo nhưng không đem ra chén mà bỏ vào dĩa, Theo cá nhân mình thì bánh không ngon. chã có gỉ đặc biệt, Vào quán ngồi 15 phut chẳng nhân viên nào quan tâm mình ăn gì.... thất vọng !",3.4,983
27427,Agn Nart,"Bánh béo và hến xúc ở đây phải nói ngon xuất sắc. Bánh bèo 3k/chén. Hến xúc 30k/đĩa mà chất lượng khỏi cần nói luôn nhé. 
Phần bánh bèo chrns đầy, thịt quá chời ngon ơi là ngon
Quán này nhỏ bình dân nhưng siêu siêu đông khách. Lần nào đến cũng phải đứng đợi hết. Giá cả thì sinh viên chất lượng thì khỏi nói nhé ^_^",7.4,983
27428,Nguyễn Thị Minh Thư,Ăn nhìu lắm mà k có chụp hình lại. Trừ don ra thì cái j cũng thích hết. Nhất là bánh bèo. Cứ thèm là từ Phú Nhuận lội xuống q10 ăn 😂,8.2,983
27429,Thùy Dương Phan,"Sau 3 lần 4 lượt đi hụt thì cuối cùng hôm nay con bé đã ăn được ram thịt nướng trong truyền thuyết, mà đã là trong truyền thuyết thì nó ngon thần thánh các mẹ ạ :)) Ôi thịt nướng thì quá tuyệt vời, cuốn với rau và bánh tráng xong chấm nước xốt thịt càng ngon hơn nữa :3
Thật ko hổ là món mau hết nhất của quán :))))",8.6,983
27430,Van Le,"Ý kiến cá nhân

Mình và bạn mình ăn thử bánh bèo, don, bánh đập, ram bắp. Trong tất cả mình thấy bánh bèo là ok nhất còn lại không có gì đặc sắc. Rau ăn kèm với ram bắp thì rất là dơ và cũ. Mình và bạn mình hai đứa không dám cuốn rau chỉ ăn mỗi ram bắp không, hic. Mình thấy quán để mấy ly trà đá gần chỗ rửa ly nhìn không được vệ sinh. Phục vụ nhanh. Nhưng vấn đề vệ sinh thì quán nên xem lại.",4.0,983
27431,Thùy Dương Phan,"Mọi lần hay đi buổi tối mà lần nào cũng hết ram thịt nướng nên hôm nay cố tình ghé quán ăn sáng để ăn cho được món này. Vào quán đọc menu trên tường mới bik buổi sáng ko có bán ram thịt nướng (do mọi lần ngồi bàn ngoài vỉa hè nên ko bik :v), quá đau khổ :)))) Thế là kêu đại bún bò tại cũng chưa ăn lần nào. Bún bò 1 tô 30k khá ngon, sợi bún hơi nhỏ hơn thường thấy ở những quán khác, thịt bò thái hơi dày nên hơi khó nhai, hơi thất vọng là ở đây ăn với chả lụa chứ ko phải chả tôm, nước dùng tuy ko có bỏ ruốc như kiểu miền Trung nhưng nêm mếm vừa ăn. Tóm lại là ko hi vọng mấy nên cũng ko đòi hỏi nhiều, chấp nhận được.
Quyết tâm sẽ quay lại lần thứ 4 để ăn cho được ram thịt nướng trong truyền thuyết ahuhu :))))",7.0,983
27432,Lê Vy,"Ừm, cứ mưa là khùng lên đi ăn bánh bèo, bánh đập. Vì nơi đây quá quen thuộc để ăn ngon.
Giá rẻ và không mắc, lại nhiệt tình, sạch sẽ.",8.0,983
27433,Lê Vy,"Nơi định cư ăn bánh bèo mình hay ăn nhất từ trướ tới giờ. Nói chung là ngon ak...hihi
Mình thì thường ăn bánh bèo chén 3k, có nước sốt thịt ngon ngon, ram bắp cuốn rau vs bánh tráng nè, ngon khi được ăn nóng, bánh đập thì bánh tráng giòn, nước chấm mắm cũng ngon không quá mặn, gọi 2 ly trà đá là hợp khẩu vị rồi.
Mình ăn ở đây hoài nên cũng quen cách gọi món, vì quán đông khách, nhiều khi không có chỗ phải đợi rồi mới vào bàn ăn. Phục vụ hơi lâu tí vì món ăn chờ đợi phải làm.
Nói chung là quá ưng vì chủ nơi đây là người miền Trung nè.",8.4,983
27434,Thùy Dương Phan,"Lo ăn không chụp hình nên không có hình minh họa :)) Mình đi 2 người, gọi 2 tô mì Quảng và 10 chén bánh bèo. Phải nói chứ nào giờ mình đã từng ăn mì Quảng ở nhiều tiệm, kể cả ở Hội An mà vẫn không thấy ngon. Có lần đi Đà Lạt ăn thì thấy ngon quá trời mà chắc tại ở đó nêm nếm theo kiểu miền Nam. Anyway, trở lại với món mì Quảng ở tiệm này, mình đã không expect nhiều lắm tại nào giờ ăn mì Quảng của miền Trung lúc nào cũng thấy không hợp khẩu vị. Nhưng mà hôm nay thì khác, cuối cùng mình đã tìm được chỗ để ăn món này đúng vị rồi :3 Nước dùng nêm nếm vừa ăn, thịt nướng ăn kèm thì phải nói ướp rất thấm mà thơm nữa, làm mình cứ muốn ăn hoài thôi. Bánh bèo cũng ngon lắm, tiếc là còn phải xử mấy chén bánh bèo nếu không là kêu thêm 1 tô mì Quảng nữa rồi :)))) Tổng thiệt hại của 2 đứa có 80k thôi, rẻ quá chừng :v Sẽ còn ghé dài dài mỗi khi thèm mì Quảng :3",7.0,983
27435,Long Nguyen,"Quán bán món miền trung mình hay ăn nhất ở Sài gòn, quá chừng món luôn. Chị bán hàng cũng dễ thương nữa.Mấy mónnhaats định phải ăn là bánh bèo chén và ram thịt nướng nha, bánh bèo có 3k 1 chén mà có sốt siêu ngon, ram thịt nướng 70k là dĩa bự bao gồm thịt nướng, bò lá lốt và cả ram tôm nướng nha :))",9.4,983
27436,Kan Kan,"Mình tới đây ăn 2 lần 
Lần đầu gọi bánh bèo và ram bắp. Bánh bèo ăn ngon, đúng vị miền trung. Ram bắp làm lúc bưng lên hơi nguội nhưng ăn vẫn ngon ( có điều dễ ngán tý ) 
Lần 2 mình đến lúc 7h30 thì đã hết bánh bèo, ram thịt nướng, bún mắm nêm và thịt luộc ( toàn những món mình muốn thử ) , nên đành kêu mì quảng và bánh đập. 
Mì quảng tuy ăn chung vs thịt nướng nhưng vị vẫn ngon, nhất là nước sốt. Tuy nhiên bánh đập ăn hơi ngán và không ngon bằng bánh chỗ Chợ Bà Hoa ( do miếng bột bánh ở giữa hơi mỏng và không có vị ) 

Quán hơi đông nên các bạn đi từ chiều sẽ có nhiều món hơn, quán phục vụ hơi chậm nên các bạn phải đợi lâu tý mới có món, tuy nhiên chất lượng rất đáng để thử. 
Nên đi sớm vì đến khoảng 8h là hết món và quán chuẩn bị dẹp.",7.2,983
27437,Mai Lannn,"Do người dẫn mình đến đây là khách quen của quán nên dù đến muộn nhưng vẫn còn cả mâm bánh bèo chờ, Nhờ gọi điện thoại dặn trước nên món gì cũng còn để thử.
Don 25k : theo mô tả thì nó như con hến ý, ăn cùng bánh đa xé nhỏ, bỏ vào nước mềm ra. Nước dùng nhàn nhạt, nóng hổi.
Ram thịt nướng 70k : có ram, thịt nướng ( được cắt mỏng ra dễ cuốn ), chả lá lốt. Cuốn với rau và bánh tráng, do no quá no nên mình chỉ cuốn được 2 cuốn là ngừng. Phải đóng hộp mang về. 
Bánh bèo chén 3k/ chén : sốt cực nhiều, ăn với ớt quán làm nữa cực ngon.
Do là quán người quen nên chất lượng đảm bảo, giá rẻ, sạch sẽ. Tối đến cực đông, đến tầm 8 giờ là các món hết kha khá rồi.",7.2,983
27438,Bich Ha,"Quán khách hơi bị đông luôn á. Ngồi trong nhà và cả ngoài vỉa hè. Ngồi vỉa hè thì thoáng hơn.
Quán bán các món ăn miền Trung á. Mình gọi mì quảng, bánh đập, bánh bèo chén với cả ram bắp.
Mì quảng nước ấm ấm,nước soup theo mình nhạt và không ngon, có mấy miếng thịt nướng, nói chung là mình không ăn được gì cả ở cái tô này.
Ram bắp cuốn rau bánh tráng ăn cũng khá ngon.
Bánh bèo nước sốt mặn ngọt ngon 
Bánh đập giòn chấm mắm nêm. Món này mình không ăn cơ mà chị mình bảo là ngon.
Giá cả ở đây cũng rẻ. Ăn 3-4 món gì đó mà khoảng 80k.
Giữ xe free",6.6,983
